movie_id,movie_name,release_date,rating,revenue,production_companies_clean,production_budget
11443,Dead Presidents,10/6/1995,,0.0,"['Caravan Pictures', 'Underworld Entertainment', 'Hollywood Pictures']",10000000
35196,Restoration,12/29/1995,,0.0,['Miramax Films'],19000000
9312,Mortal Kombat,8/18/1995,,122195920.0,"['New Line Cinema', 'Threshold Entertainment']",18000000
577,To Die For,5/20/1995,2.8846153846153846,21284514.0,"['The Rank Organisation', 'Columbia Pictures Corporation']",20000000
11861,How To Make An American Quilt,10/6/1995,,23574130.0,"['Universal Pictures', 'Amblin Entertainment']",10000000
807,Se7en,9/22/1995,4.0625,327311859.0,"['New Line Cinema', 'Juno Pix', 'Cecchi Gori Pictures']",33000000
10530,Pocahontas,6/14/1995,,346079773.0,"['Walt Disney Pictures', 'Walt Disney Feature Animation']",55000000
8391,When Night Is Falling,5/5/1995,3.5,0.0,['Alliance Communications Corporation'],0
629,The Usual Suspects,7/19/1995,4.0,23341568.0,"['Blue Parrot Productions', 'Bad Hat Harry Productions']",6000000
117164,Guardian Angel,11/22/1994,,0.0,[],0
11448,Mighty Aphrodite,9/13/1995,,6700000.0,"['Miramax Films', 'Magnolia Pictures']",15000000
49133,Lamerica,1/1/1994,,0.0,[],0
26441,The Big Green,9/29/1995,,0.0,"['Walt Disney Pictures', 'Caravan Pictures']",0
97406,Georgia,5/19/1995,,0.0,"['Miramax Films', 'CiBy 2000']",0
124057,Kids of the Round Table,7/8/1997,,0.0,"['Telefilm Canada', 'Melenny Productions']",0
9089,Home for the Holidays,11/2/1995,,17519169.0,"['Paramount Pictures', 'Egg Pictures', 'PolyGram Filmed Entertainment']",0
11010,The Postman,9/22/1994,,0.0,[],0
99040,The Confessional,9/29/1995,,0.0,[],0
11359,The Indian in the Cupboard,7/14/1995,,0.0,"['Paramount Pictures', 'Columbia Pictures Corporation', 'The Kennedy/Marshall Company']",45000000
17182,Eye for an Eye,1/12/1996,,0.0,['Paramount Pictures'],20000000
2054,Mr. Holland's Opus,12/29/1995,2.7487113402061856,106269971.0,"['Hollywood Pictures', 'The Charlie Mopic Company', 'PolyGram Filmed Entertainment', 'Interscope Communications']",0
10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1/12/1996,,0.0,"['Miramax Films', 'Island Pictures', 'Ivory Way Productions']",0
19760,Two If by Sea,1/12/1996,,0.0,"['Warner Bros.', 'Morgan Creek Productions']",0
9536,Bio-Dome,1/12/1996,,0.0,"['Metro-Goldwyn-Mayer (MGM)', 'Motion Picture Corporation of America (MPCA)', '3 Arts Entertainment', 'Weasel Productions']",15000000
11525,Lawnmower Man 2: Beyond Cyberspace,1/12/1996,,2409225.0,['New Line Cinema'],0
40628,Two Bits,10/22/1995,,0.0,['Miramax Films'],0
4482,French Twist,2/8/1995,2.625,0.0,"['Renn Productions', 'Les Films Flam', 'TF1 Films Production', 'Canal+']",0
10634,Friday,4/26/1995,,28215918.0,['New Line Cinema'],3500000
755,From Dusk Till Dawn,1/19/1996,3.0,25836616.0,"['A Band Apart', 'Dimension Films', 'Los Hooligans Productions', 'Miramax']",19000000
11859,Fair Game,11/3/1995,,11534477.0,"['Silver Pictures', 'Warner Bros.']",50000000
28387,Kicking and Screaming,10/6/1995,,718490.0,"['Castleberg Productions', 'Sandollar Productions']",0
48750,Les Miserables,3/22/1995,,0.0,"['Les Films 13', 'Canal+', 'TF1']",0
20927,Bed of Roses,1/26/1996,,19030691.0,"['New Line Cinema', 'Juno Pix']",0
36929,Big Bully,1/26/1996,,2042530.0,"['Warner Bros.', 'Morgan Creek Productions']",15000000
9102,Screamers,9/8/1995,,5781885.0,"['The Movie Network (TMN)', 'Allegro Films', 'Fuji Eight Company Ltd.', 'Fries Film Group', 'Super Ecran', 'Triumph Films']",20000000
124626,Nico Icon,2/18/1995,,0.0,"['Zweites Deutsches Fernsehen (ZDF)', 'Ciak Filmproduktion', 'Bluehorse Films']",0
27526,The Crossing Guard,11/15/1995,2.5,0.0,['Miramax Films'],0
9623,The Juror,2/2/1996,,0.0,['Columbia Pictures Corporation'],44000000
46785,The White Balloon,1/1/1995,,0.0,"['I.R.I.B. Channel 2', 'Ferdos Films']",0
400,Things to Do in Denver When You're Dead,12/1/1995,1.5,529766.0,['Miramax Films'],8000000
880,Antonia's Line,9/12/1995,2.501984126984127,0.0,"['Bergen Film', 'Bard Entertainments', 'NPS Televisie']",900000
146599,Once Upon a Time... When We Were Colored,1/26/1996,,0.0,"['BET Pictures', 'United Image Entertainme']",0
188588,Last Summer in the Hamptons,11/22/1995,,0.0,[],0
8447,Angels and Insects,9/10/1995,2.8,0.0,"['Playhouse International Pictures', 'The Samuel Goldwyn Company']",0
10534,White Squall,2/2/1996,,10300000.0,"['Hollywood Pictures', 'Largo Entertainment', 'Scott Free Productions']",38000000
17414,Dunston Checks In,1/12/1996,,0.0,"['Twentieth Century Fox Film Corporation', 'Joe Wizan/Todd Black']",16000000
13997,Black Sheep,2/1/1996,,32.0,['Paramount Pictures'],0
2086,Nick of Time,11/22/1995,3.6666666666666665,8175346.0,['Paramount Pictures'],8169363
61548,The Journey of August King,9/14/1995,,0.0,"['Miramax Films', 'Addis Wechsler Pictures']",0
9095,Mary Reilly,2/23/1996,,12379402.0,"['TriStar Pictures', 'NFH Productions']",47000000
12158,Vampire in Brooklyn,10/26/1995,,19800000.0,['Paramount Pictures'],14000000
9283,Beautiful Girls,2/9/1996,,0.0,"['Miramax Films', 'Woods Entertainment']",0
9208,Broken Arrow,2/9/1996,,150270147.0,"['Twentieth Century Fox Film Corporation', 'WCG Entertainment Productions', 'Mark Gordon Productions']",50000000
40154,A Midwinter's Tale,12/1/1995,,0.0,"['Castle Rock Entertainment', 'Midwinter Films']",0
406,La Haine,5/31/1995,2.75,0.0,"['Egg Pictures', 'PolyGram Filmed Entertainment', 'Canal+', 'Les Productions Lazennec', 'La Sept Cin??ma', 'Kasso Inc. Productions', 'Studio Image', 'Cofinergie 6']",3000000
45549,Shopping,12/6/1994,,0.0,['Channel Four Films'],0
63076,Heidi Fleiss: Hollywood Madam,12/27/1995,,0.0,"['British Broadcasting Corporation (BBC)', 'Westdeutscher Rundfunk (WDR)', 'Canadian Broadcasting Corporation (CBC)', 'Cinemax Reel Life', 'InPictures', 'Lafayette Films']",0
11062,City Hall,2/16/1996,,0.0,"['Columbia Pictures', 'Castle Rock Entertainment']",0
13685,Bottle Rocket,2/21/1996,,560069.0,"['Gracie Films', 'Columbia Pictures Corporation']",7000000
47475,Mr. Wrong,2/16/1996,,0.0,['Touchstone Pictures'],0
2045,Unforgettable,2/23/1996,3.323529411764706,0.0,"['Metro-Goldwyn-Mayer (MGM)', 'Dino De Laurentiis Company', 'Spelling Films']",18000000
9614,Happy Gilmore,2/16/1996,,41205099.0,"['Universal Pictures', 'Brillstein-Grey Entertainment', 'Robert Simonds Productions']",12000000
688,The Bridges of Madison County,5/28/1995,2.5703703703703704,182016617.0,"['Amblin Entertainment', 'Malpaso Productions', 'Warner Bros.']",24000000
11907,Nobody Loves Me,11/7/1994,,0.0,[],0
10874,Muppet Treasure Island,2/16/1996,,34327391.0,"['Walt Disney Pictures', 'Jim Henson Productions', 'Jim Henson Company, The']",0
89333,Catwalk,12/8/1995,,0.0,[],0
96357,Headless Body in Topless Bar,5/20/1995,,0.0,[],0
197,Braveheart,5/24/1995,3.4,210000000.0,"['Icon Entertainment International', 'The Ladd Company', 'B.H. Finance C.V.']",72000000
103,Taxi Driver,2/7/1976,3.2142857142857144,28262574.0,"['Columbia Pictures Corporation', 'Italo/Judeo Productions', 'Bill/Phillips']",1300000
33542,Rumble in the Bronx,1/30/1995,,32392047.0,"['New Line Cinema', 'Golden Harvest Company']",7500000
43566,Before and After,2/23/1996,,0.0,"['Caravan Pictures', 'Hollywood Pictures']",35000000
71754,Margaret's Museum,9/13/1995,,0.0,"['T??l??film Canada', 'Skyline Films', 'Malofilm', 'Soci??t?? de D??veloppement des Entreprises Culturelles (SODEC)', 'British Screen Productions', 'National Film Board of Canada (NFB)', 'imX Communications', 'Glace Bay Pictures', 'Cin?? T??l?? Action', 'Nova Scotia Film Development Corporation', 'Ranfilm']",0
43612,Happiness Is in the Field,1/31/1995,,0.0,"['France 2 Cin??ma', 'France 3 Cin??ma', 'StudioCanal', 'Les Productions du Champ Poirier', 'T??l??ma Productions']",13365000
51352,Anne Frank Remembered,6/8/1995,,1.0,[],0
16934,The Young Poisoner's Handbook,1/20/1995,,0.0,['Bavaria Film and Television Fund'],0
10324,If Lucy Fell,3/8/1996,,0.0,"['TriStar Pictures', 'Motion Picture Corporation of America (MPCA)']",0
78406,Steal Big Steal Little,9/29/1995,,6278139.0,['Savoy Pictures'],25000000
55731,Race the Sun,3/22/1996,,0.0,['TriStar Pictures'],0
32119,The Boys of St. Vincent,12/6/1992,,0.0,[],0
11066,Boomerang,6/30/1992,,70100000.0,['Paramount Pictures'],40000000
11104,Chungking Express,7/14/1994,,0.0,"['Jet Tone Production', 'The Criterion Collection']",0
37975,The Star Maker,9/21/1995,,0.0,['Cecchi Gori Group Tiger Cinematografica'],0
2074,Flirting with Disaster,3/22/1996,3.625,14702438.0,['Miramax Films'],7000000
27793,The Neverending Story III: Escape from Fantasia,10/26/1994,2.314814814814815,0.0,"['Studio Babelsberg', 'Dieter Geissler Filmproduktion', 'Cinevox Filmproduktion GmbH', 'Warner Bros.', 'Miramax']",17000000
44284,The Silences of the Palace,9/30/1994,,0.0,"['Canal Horizons', 'Mat Films', 'Cin??t??l??films']",0
290157,Jupiter's Wife,1/1/1995,,0.0,[],0
110972,Pie in the Sky,2/9/1996,,0.0,[],0
32622,Angela,1/1/1995,,0.0,[],0
73067,Frankie Starlight,11/22/1995,,0.0,"['Fine Line Features', 'Channel Four Films', 'B??rd Scann?\xadn na h??ireann', 'Canal+']",0
11863,Jade,10/13/1995,,9851610.0,['Paramount Pictures'],50000000
55475,Nueba Yol,8/16/1995,,0.0,"['Cigua Films', ""D'Pelicula""]",0
124636,Sonic Outlaws,8/1/1995,,0.0,[],0
9101,Down Periscope,3/1/1996,,0.0,['Twentieth Century Fox Film Corporation'],0
123360,From the Journals of Jean Seberg,9/8/1995,,0.0,['Couch Potatoe Productions'],0
5757,Man of the Year,9/15/1995,,209935.0,[],0
39428,The Neon Bible,8/23/1995,,0.0,"['Channel Four Films', 'Academy', 'Mayfair Films', 'Iberoamerica Films']",0
124639,Target,8/1/1995,,0.0,[],0
9302,Up Close & Personal,3/1/1996,,0.0,"['Cinergi Pictures Entertainment', 'Touchstone Pictures']",60000000
11000,The Birdcage,3/8/1996,,185260553.0,['United Artists'],31000000
249882,Virgin Mary,10/12/1995,,0.0,[],0
16388,The Brothers McMullen,8/9/1995,,0.0,['Fox Searchlight Pictures'],0
9737,Bad Boys,4/7/1995,,141407024.0,"['Columbia Pictures', 'Don Simpson/Jerry Bruckheimer Films']",19000000
30765,The Amazing Panda Adventure,8/25/1995,,0.0,['Warner Bros.'],0
10474,The Basketball Diaries,4/21/1995,,0.0,"['New Line Cinema', 'Island Pictures']",0
22279,An Awfully Big Adventure,7/21/1995,,851545.0,"['Fine Line Features', 'BBC', 'British Screen Productions', 'Portman Productions']",4000000
30157,Amateur,8/5/1994,,0.0,"['Channel Four Films', 'Zenith Entertainment', 'American Playhouse', 'Union G??n??rale Cin??matographique (UGC)', 'La Sept Cin??ma', 'True Fiction Pictures']",0
568,Apollo 13,6/30/1995,3.2333333333333334,355237933.0,"['Imagine Entertainment', 'Universal Pictures']",52000000
11780,Rob Roy,4/13/1995,,31596911.0,"['United Artists', 'Talisman Productions']",28000000
34996,The Addiction,1/10/1995,,0.0,"['October Films', 'Guild', 'Fastnet Films']",0
414,Batman Forever,6/16/1995,2.4473684210526314,336529144.0,"['Warner Bros.', 'Polygram Filmed Entertainment']",100000000
649,Belle de Jour,5/24/1967,3.4,0.0,"['Paris Films Productions', 'Five Films', 'Robert et Raymond Hakim']",0
1873,Beyond Rangoon,5/24/1995,3.7535211267605635,0.0,"['Columbia Pictures', 'Castle Rock Entertainment']",0
5894,Blue in the Face,9/15/1995,,1275000.0,"['Miramax Films', 'InterAL']",2000000
1775,Canadian Bacon,6/8/1995,,178104.0,['PolyGram Filmed Entertainment'],11000000
8839,Casper,5/26/1995,1.8636363636363635,287928194.0,"['Universal Pictures', 'Amblin Entertainment', 'The Harvey Entertainment Company']",50000000
20649,Clockers,9/15/1995,,13071518.0,"['Universal Pictures', '40 Acres & A Mule Filmworks']",25000000
10329,Congo,6/9/1995,,152022101.0,"['Paramount Pictures', 'Kennedy/Marshall Company, The']",50000000
8963,Crimson Tide,5/12/1995,2.642857142857143,157387195.0,"['Hollywood Pictures', 'Don Simpson/Jerry Bruckheimer Films']",53000000
26564,Crumb,9/10/1994,3.4545454545454546,3174695.0,['Superior Pictures'],0
8068,Desperado,8/25/1995,4.5,25405445.0,"['Columbia Pictures', 'Los Hooligans Productions']",7000000
8512,Devil in a Blue Dress,9/15/1995,3.4615384615384617,16140822.0,"['TriStar Pictures', 'Mundy Lane Entertainment']",27000000
1572,Die Hard: With a Vengeance,5/19/1995,3.6818181818181817,366101666.0,"['Twentieth Century Fox Film Corporation', 'Cinergi Pictures Entertainment']",90000000
13552,The Doom Generation,10/27/1995,,0.0,"['Why Not Productions', 'Desperate Pictures', 'Blurco', 'The Teen Angst Movie Company']",0
259209,Feast of July,10/12/1995,,0.0,"['Touchstone Pictures', 'Merchant Ivory Productions']",0
6520,First Knight,7/7/1995,3.0,127600435.0,"['Columbia Pictures Corporation', 'First Knight Productions']",55000000
9073,Free Willy 2 - The Adventure Home,7/19/1995,,0.0,"['Regency Enterprises', 'Alcor Films', 'Canal+', 'Donner/Shuler-Donner Productions', 'Warner Bros.']",0
10428,Hackers,9/14/1995,,7563728.0,"['United Artists', 'Suftley']",20000000
17447,Jeffrey,8/18/1995,,0.0,"['The Booking Office', ""Workin' Man Films""]",0
9886,Johnny Mnemonic,5/26/1995,,19075720.0,"['TriStar Pictures', 'Alliance Communications Corporation']",25000000
9482,Judge Dredd,6/30/1995,,113493481.0,"['Hollywood Pictures', 'Cinergi Pictures Entertainment']",90000000
19326,Jury Duty,4/12/1995,,17014653.0,['TriStar Pictures'],0
9344,Kids,7/28/1995,,7412216.0,['Miramax Films'],1500000
9071,Living in Oblivion,1/20/1995,,1148752.0,"['JDI productions', 'Lemon Sky Productions']",500000
8973,Lord of Illusions,8/25/1995,3.9130434782608696,0.0,"['United Artists', 'Seraphim Films']",0
15730,Love & Human Remains,5/20/1993,,0.0,"['The Ontario Film Development Corporation', 'First Choice Films', 'Atlantis Films', 'Telefilm Canada', 'Max Films Productions', 'Super ??cran', 'Soci??t?? G??n??rale des Industries Culturelles du Qu??bec (SOGIC)']",0
47608,Mad Love,5/26/1995,,15453274.0,['Touchstone Pictures'],0
2293,Mallrats,10/20/1995,2.5,2122561.0,"['Universal Pictures', 'Gramercy Pictures', 'Alphaville Films', 'View Askew Productions']",6000000
9070,Mighty Morphin Power Rangers: The Movie,6/30/1995,,66000000.0,"['Twentieth Century Fox Film Corporation', 'Saban Entertainment', 'Toei Company']",15000000
68274,Moonlight and Valentino,9/29/1995,,0.0,"['PolyGram Filmed Entertainment', 'Working Title Films']",0
48787,Mute Witness,9/28/1995,,1.0,"['Comet Film Produktion GmbH', 'Avrora Media', 'Cobblestone Pictures']",2
34574,Nadja,9/13/1994,,0.0,['Kino Link Company'],0
1642,The Net,7/28/1995,3.25,110627965.0,['Columbia Pictures'],22000000
11472,Nine Months,7/12/1995,,69660733.0,"['Twentieth Century Fox Film Corporation', '1492 Pictures']",0
36196,Party Girl,6/9/1995,,472370.0,['Party Productions'],150000
11980,The Prophecy,9/1/1995,,16.0,['Dimension Films'],8
58372,Reckless,11/17/1995,,0.0,"['Playhouse International Pictures', 'American Playhouse', 'Samuel Goldwyn Company, The']",0
32646,Safe,6/23/1995,3.5,0.0,"['Killer Films', 'American Playhouse', 'Kardana Films', 'Chemical Films']",0
10533,The Scarlet Letter,10/13/1995,,10382407.0,"['Hollywood Pictures', 'Cinergi Pictures Entertainment']",50000000
56088,The Show,8/25/1995,,0.0,[],0
10802,Showgirls,9/22/1995,,20350754.0,"['United Artists', 'Le Studio Canal+', 'Carolco Pictures']",45000000
10149,Smoke,6/9/1995,,8349430.0,['Miramax Films'],7000000
18402,Something to Talk About,8/4/1995,,50892160.0,"['Spring Creek Productions', 'Warner Bros.', 'Hawn / Sylbert Movie Company']",0
9348,Species,7/7/1995,,113374103.0,['Metro-Goldwyn-Mayer (MGM)'],35000000
139408,The Stars Fell on Henrietta,9/15/1995,,0.0,"['Malpaso Productions', ""Butcher's Run Films"", 'Warner Bros.']",0
281,Strange Days,10/13/1995,3.669642857142857,7959291.0,['Lightstorm Entertainment'],42000000
5967,The Umbrellas of Cherbourg,2/19/1964,3.0,0.0,"['Beta Film', 'Madeleine Films', 'Parc Film']",0
79593,The Tie That Binds,9/8/1995,,5780000.0,"['Hollywood Pictures', 'PolyGram Filmed Entertainment', 'Interscope Communications']",14000000
47939,Three Wishes,10/27/1995,,7025496.0,['Savoy Pictures'],0
36834,Total Eclipse,11/2/1995,,339889.0,"['Soci??t?? Fran??aise de Production (SFP)', 'FIT Productions', 'Portman Productions']",0
9090,"To Wong Foo, Thanks for Everything! Julie Newmar",9/7/1995,,47774193.0,"['Universal Pictures', 'Amblin Entertainment']",0
3512,Under Siege 2: Dark Territory,7/13/1995,3.635593220338983,104324083.0,"['Regency Enterprises', 'Warner Bros.', 'Seagal/Nasso Productions', 'Victor Company of Japan (JVC)', 'Cutting Edge Films']",60000000
52856,Unstrung Heroes,9/15/1995,,0.0,['Hollywood Pictures'],0
77350,Unzipped,8/11/1995,,0.0,[],0
9560,A Walk in the Clouds,8/11/1995,,50012507.0,"['Twentieth Century Fox Film Corporation', 'Zucker Brothers Productions']",20000000
9804,Waterworld,7/28/1995,,264218220.0,"['Universal Pictures', 'Gordon Company', 'Davis Entertainment', 'Licht/Mueller Film Corporation']",175000000
31611,White Man's Burden,12/1/1995,,0.0,"['HBO', 'A BandApart', 'Rysher Entertainment']",8000000
65796,Wild Bill,12/1/1995,5.0,0.0,['United Artists'],30000000
49805,The Browning Version,10/12/1994,,0.0,['Paramount Pictures'],0
26258,Bushwhacked,8/4/1995,4.0625,0.0,['Twentieth Century Fox Film Corporation'],0
50797,Burnt by the Sun,5/1/1994,,2616503.0,"['Canal+', 'Studio Trite', 'Cam??ra One']",2800000
19155,Before the Rain,6/9/1994,,763847.0,"['PolyGram Audiovisuel', 'British Screen Productions']",0
76,Before Sunrise,1/27/1995,2.9457142857142857,5535405.0,"['Detour Film Production', 'Warner Bros.']",2500000
11017,Billy Madison,2/10/1995,,26488734.0,['Jack Giarraputo Productions'],10000000
37141,The Babysitter,10/17/1995,,0.0,['Spelling Films International'],0
9382,Boys on the Side,2/3/1995,,23450000.0,"['Regency Enterprises', 'Alcor Films', 'Canal+', 'New Regency Pictures', 'Hera Productions']",21000000
6715,The Cure,4/21/1995,3.25,0.0,"['Universal Pictures', 'Island World']",0
18256,Castle Freak,8/4/1995,,0.0,['Full Moon Entertainment'],0
22625,Circle of Friends,3/16/1995,,0.0,"['The Rank Organisation', 'B??rd Scann?\xadn na h??ireann', 'Lantana', 'Price Entertainment']",0
2292,Clerks,9/13/1994,3.25,3151130.0,"['Miramax Films', 'View Askew Productions']",27000
1909,Don Juan DeMarco,10/1/1994,3.3563734290843805,22200000.0,"['New Line Cinema', 'American Zoetrope']",25000000
8984,Disclosure,12/9/1994,3.242744063324538,214015089.0,"['Warner Bros.', 'Baltimore Pictures']",55000000
61813,Dream Man,1/1/1995,,0.0,"['Keystone Pictures', 'Dream Man Productions Inc']",0
4954,Drop Zone,12/8/1994,3.563953488372093,0.0,['Paramount Pictures'],45000000
62488,Destiny Turns on the Radio,4/28/1995,,0.0,"['Savoy Pictures', 'Rysher Entertainment']",0
10531,Death and the Maiden,5/4/1994,,0.0,"['Fine Line Features', 'Channel Four Films', 'Capitol Films', 'TF1 Films Production', 'Canal+', 'Flach Film', ""Les Films de l'Astre""]",0
11929,Dolores Claiborne,3/24/1995,,0.0,"['Castle Rock Entertainment', 'Columbia Pictures Corporation']",0
8467,Dumb and Dumber,12/16/1994,,247275374.0,"['New Line Cinema', 'Motion Picture Corporation of America (MPCA)']",16000000
10451,Eat Drink Man Woman,8/3/1994,,7294403.0,"['Ang Lee Productions', 'Good Machine', 'Central Motion Pictures']",0
20156,Exotica,9/24/1994,,0.0,"['Miramax Films', 'Alliance Entertainment', 'Ego Film Arts']",0
18395,Exit to Eden,10/14/1994,,6841570.0,['Savoy Pictures'],0
522,Ed Wood,9/27/1994,3.5634920634920637,5887457.0,['Touchstone Pictures'],18000000
397,French Kiss,5/5/1995,2.3125,0.0,"['Twentieth Century Fox Film Corporation', 'PolyGram Filmed Entertainment', 'Working Title Films', 'Prufrock Pictures']",0
10525,Forget Paris,5/19/1995,,0.0,"['Columbia Pictures', 'Castle Rock Entertainment']",0
27985,Far from Home: The Adventures of Yellow Dog,1/13/1995,,0.0,['Twentieth Century Fox Film Corporation'],0
15789,A Goofy Movie,4/7/1995,,35348597.0,['Walt Disney Pictures'],0
27303,Hideaway,3/3/1995,,12201255.0,['TriStar Pictures'],15000000
21183,Fluke,6/2/1995,,0.0,['Metro-Goldwyn-Mayer'],0
10954,Farinelli,12/7/1994,,0.0,"['Italian International Film', 'St??phan Films', 'MG']",0
47867,Gordy,5/12/1995,,3992809.0,[],0
43475,Gumby: The Movie,12/1/1995,,0.0,[],0
72031,The Glass Shield,9/16/1994,,0.0,['Miramax Films'],0
14275,Hoop Dreams,9/12/1994,,7830611.0,"['Fine Line Features', 'Kartemquin Films']",700000
1024,Heavenly Creatures,9/2/1994,3.1382978723404253,3049135.0,"['WingNut Films', 'Miramax Films', 'New Zealand Film Commission', 'Fontana Productions']",5000000
17207,Houseguest,1/6/1995,,26325256.0,"['Caravan Pictures', 'Hollywood Pictures']",10500000
13701,Immortal Beloved,12/16/1994,,0.0,"['Columbia Pictures', 'Majestic Films International', 'Icon Entertainment International']",120
14819,Heavyweights,2/17/1995,,17689177.0,"['Walt Disney Pictures', 'Caravan Pictures']",0
32631,The Hunted,2/24/1995,,0.0,"['Universal Pictures', 'Bregman/Baer Productions']",0
11777,I.Q.,12/24/1994,,0.0,['Paramount Pictures'],25000000
